,Local authority code,Local authority name,LSOA code,LSOA name,Year ending Dec 2017,Year ending Mar 2018,Year ending Jun 2018,Year ending Sep 2018,Year ending Dec 2018,Year ending Mar 2019,Year ending Jun 2019,Year ending Sep 2019,Year ending Dec 2019,Year ending Mar 2020
25482,E08000026,Coventry,E01009556,Coventry 034C,220000,240000,257500,260250,265000,244500,261750,269000,290000,350000
25483,E08000026,Coventry,E01009557,Coventry 034D,430325,432662.5,420000,380000,382500,389100,415500,426250,420250,415500
25484,E08000026,Coventry,E01009558,Coventry 034E,221500,228000,288750,277500,267500,260000,200000,214085,235500,266500
25485,E08000026,Coventry,E01009559,Coventry 034F,210000,200000,120000,200000,120000,127000,130000,129950,130925,260000
25486,E08000026,Coventry,E01009560,Coventry 040A,330500,343750,332500,348000,348000,341500,357500,391000,417500,420000
25487,E08000026,Coventry,E01009561,Coventry 040B,217000,244500,250000,244500,238000,238000,247000,251000,256000,252000
25488,E08000026,Coventry,E01009562,Coventry 040C,260000,256000,245000,237500,292500,273000,285000,290000,286500,296500
25489,E08000026,Coventry,E01009563,Coventry 040D,312525,340000,340000,340000,341000,340000,340000,324000,347500,337000
25490,E08000026,Coventry,E01009564,Coventry 005A,179995,179995,188995,190995,190995,190995,135000,125000,120000,124000
25491,E08000026,Coventry,E01009565,Coventry 009A,133000,120000,133000,140000,140000,125000,110000,125000,125000,143000
25492,E08000026,Coventry,E01009566,Coventry 009B,110000,110000,121687.5,127950,:,:,:,:,:,:
25493,E08000026,Coventry,E01009567,Coventry 009C,105000,111500,118000,105000,113500,112000,112000,115000,127000,127000
25494,E08000026,Coventry,E01009568,Coventry 009D,110000,115000,120000,126250,128500,129250,172500,185000,155000,148500
25495,E08000026,Coventry,E01009569,Coventry 015A,105000,105000,112500,113000,113000,110000,101750,:,105000,116000
25496,E08000026,Coventry,E01009570,Coventry 015B,330000,130000,110000,110000,115000,120000,117500,125250,122500,120000
25497,E08000026,Coventry,E01009571,Coventry 015C,103500,117000,118500,123750,128750,:,:,:,:,144000
25498,E08000026,Coventry,E01009572,Coventry 015D,153000,157995,168995,172995,186995,195995,203995,207995,208995,207995
25499,E08000026,Coventry,E01009573,Coventry 015E,108750,118000,119000,118000,118000,118500,118500,115000,110000,106500
25500,E08000026,Coventry,E01009574,Coventry 015F,130000,117000,117000,:,:,:,:,:,129000,129000
25501,E08000026,Coventry,E01009575,Coventry 005B,105250,109000,109000,110000,150000,148890,138000,133000,128500,125500
25502,E08000026,Coventry,E01009576,Coventry 008A,135500,135500,137500,150000,150000,178750,195000,190000,189000,175000
25503,E08000026,Coventry,E01009577,Coventry 007A,117500,147500,145995,144995,145995,130500,142000,150000,142750,137750
25504,E08000026,Coventry,E01009578,Coventry 008B,195000,205000,205500,221250,228750,230000,191250,190500,205000,225000
25505,E08000026,Coventry,E01009579,Coventry 007B,132500,155995,156995,155995,156495,150000,140000,137500,144000,148000
25506,E08000026,Coventry,E01009580,Coventry 019A,167000,172125,172250,171000,171000,177250,183000,189500,210000,218000
25507,E08000026,Coventry,E01009581,Coventry 007C,115000,121500,135000,135000,131750,123750,125500,174995,174995,175495
25508,E08000026,Coventry,E01009582,Coventry 008C,162500,162500,195000,200000,198000,205000,191000,195000,210000,200000
25509,E08000026,Coventry,E01009583,Coventry 008D,162750,167500,172000,173500,170000,168000,166000,155000,145000,164875
25510,E08000026,Coventry,E01009584,Coventry 007D,184999,189995,190997.5,192995,192995,182997.5,170000,169995,164747.5,168475
25511,E08000026,Coventry,E01009585,Coventry 007E,144750,145995,149995,154000,146000,137500,150000,156529,165000,176000
25512,E08000026,Coventry,E01009586,Coventry 008E,142500,142500,145000,145000,170000,167500,165000,159950,157975,175000
25513,E08000026,Coventry,E01009587,Coventry 011A,120000,124000,132250,157500,160100,171000,178615,160000,165000,158000
25514,E08000026,Coventry,E01009588,Coventry 043A,150000,137000,135000,144500,139975,140000,145250,:,:,171000
25515,E08000026,Coventry,E01009589,Coventry 001A,150000,150000,145000,145000,150000,150000,160000,182500,175000,178750
25516,E08000026,Coventry,E01009590,Coventry 002A,185000,180000,196000,194000,195500,210000,209000,210000,195500,189000
25517,E08000026,Coventry,E01009591,Coventry 002B,157000,157000,156500,151750,151000,151000,153500,160000,147500,145000
25518,E08000026,Coventry,E01009592,Coventry 043B,120000,126000,128000,130000,137500,140000,140000,140250,140000,141000
25519,E08000026,Coventry,E01009593,Coventry 002C,153000,159500,170500,178000,176000,171000,170000,162000,170000,177500
25520,E08000026,Coventry,E01009594,Coventry 006D,212000,210000,183017.5,190000,207500,227500,220000,201000,196500,202000
25521,E08000026,Coventry,E01009596,Coventry 043C,183995,185000,137000,129000,132000,140000,155250,155250,144000,131000
25522,E08000026,Coventry,E01009597,Coventry 043D,160500,162000,163000,158500,152475,150000,149000,154950,157475,157475
25523,E08000026,Coventry,E01009598,Coventry 002D,185000,179000,165000,164000,198000,185000,209500,190000,190000,193500
25524,E08000026,Coventry,E01009599,Coventry 013A,130000,127000,138000,145000,142500,150000,152500,141250,152500,137500
25525,E08000026,Coventry,E01009604,Coventry 004A,125500,128000,138500,127000,135000,135000,137500,143000,160475,160000
25526,E08000026,Coventry,E01009605,Coventry 004B,123000,127500,125000,132500,137000,137000,137500,138000,148000,146500
25527,E08000026,Coventry,E01009606,Coventry 005C,137975,140000,140725,141500,177997.5,197995,198870.5,199995,199995,197870.5
25528,E08000026,Coventry,E01009607,Coventry 004C,111000,119000,119000,122000,140000,142500,140000,142500,142000,135000
25529,E08000026,Coventry,E01009608,Coventry 004D,136000,125000,125000,130000,136000,143000,150000,148750,160000,155500
25530,E08000026,Coventry,E01009609,Coventry 005D,130000,132500,132500,133500,140500,141500,142500,142250,141500,140000
25531,E08000026,Coventry,E01009610,Coventry 004E,140000,140000,147000,152000,155000,153500,158000,158000,135000,147000
25532,E08000026,Coventry,E01009611,Coventry 035E,224875,239250,244750,241250,243750,251250,239750,240750,231000,214750
25533,E08000026,Coventry,E01009612,Coventry 035F,112000,113000,115000,117500,121500,123000,123000,125000,125000,130000
25534,E08000026,Coventry,E01009613,Coventry 018A,173000,169000,180000,192500,183500,184250,184250,183500,182500,178750
25535,E08000026,Coventry,E01009614,Coventry 021A,168000,165000,177500,182000,182000,182000,182000,178000,176000,182000
25536,E08000026,Coventry,E01009615,Coventry 027A,160000,165000,174500,191000,183000,175000,165000,175000,180000,187000
25537,E08000026,Coventry,E01009616,Coventry 027B,165000,164500,152500,170000,160000,175000,200000,152250,172000,172500
25538,E08000026,Coventry,E01009617,Coventry 027C,172500,185500,180000,184250,190000,198000,205000,192500,205000,195000
25539,E08000026,Coventry,E01009618,Coventry 027D,183500,185500,185500,185500,186000,190000,190000,200000,190000,192500
25540,E08000026,Coventry,E01009619,Coventry 038D,216000,217000,215000,206000,184000,170000,171250,195000,199000,209000
25541,E08000026,Coventry,E01009620,Coventry 027E,180000,158750,170000,170000,187500,195000,235000,227750,214500,215750
25542,E08000026,Coventry,E01009621,Coventry 027F,142000,148500,154500,161250,162000,163500,165000,155000,155000,154000
25543,E08000026,Coventry,E01009622,Coventry 012A,134500,130000,142000,133000,143000,145000,145000,151000,149500,158500
25544,E08000026,Coventry,E01009623,Coventry 012B,129975,133500,155250,160000,160000,160000,158000,155000,153500,152000
25545,E08000026,Coventry,E01009624,Coventry 011B,142000,142500,145000,145000,145000,145000,147000,151000,157500,160000
25546,E08000026,Coventry,E01009625,Coventry 011C,150250,149000,149000,150000,150000,150000,167500,172500,171000,175000
25547,E08000026,Coventry,E01009626,Coventry 011D,140000,149000,150000,154250,154000,153500,150000,145500,147500,145000
25548,E08000026,Coventry,E01009627,Coventry 012C,136500,138000,143750,148000,152750,152000,153000,150000,149500,142500
25549,E08000026,Coventry,E01009628,Coventry 012D,140000,140000,150000,145000,152000,150000,150000,165000,165500,174500
25550,E08000026,Coventry,E01009629,Coventry 020A,161250,150250,138500,145000,152500,160000,165500,165500,165500,145000
25551,E08000026,Coventry,E01009630,Coventry 020B,139000,143000,147000,144000,152500,152500,148750,152500,147000,163500
25552,E08000026,Coventry,E01009631,Coventry 020C,143500,164750,153500,156000,159500,157500,158000,157500,153500,140000
25553,E08000026,Coventry,E01009632,Coventry 020D,121850,124750,137250,132000,128500,124750,127500,122500,150000,150000
25554,E08000026,Coventry,E01009633,Coventry 028A,159975,181250,150500,158750,155500,151000,160000,160000,150000,122250
25555,E08000026,Coventry,E01009634,Coventry 028B,152000,158500,158500,160000,167000,160000,167000,167500,168000,173500
25556,E08000026,Coventry,E01009635,Coventry 028C,133875,128000,142000,181000,181000,181000,184250,180000,180000,:
25557,E08000026,Coventry,E01009636,Coventry 024A,126500,128000,129000,127000,123000,123000,119000,126000,123500,123250
25558,E08000026,Coventry,E01009637,Coventry 024B,105000,105000,:,:,:,:,:,110000,:,:
25559,E08000026,Coventry,E01009638,Coventry 024C,:,:,:,:,:,:,:,:,:,:
25560,E08000026,Coventry,E01009639,Coventry 024D,107500,124000,130000,135000,152000,152000,143500,135000,157000,168500
25561,E08000026,Coventry,E01009640,Coventry 024E,100025,106500,100025,100025,124000,118000,125000,127500,140000,200000
25562,E08000026,Coventry,E01009641,Coventry 024F,120000,125500,145000,145000,155000,155000,155000,158000,165000,:
25563,E08000026,Coventry,E01009642,Coventry 031C,176000,180000,180000,178000,180000,175000,155450,163950,164950,164950
25564,E08000026,Coventry,E01009643,Coventry 017A,188475,185000,190000,197500,195000,195000,187500,206500,212000,208000
25565,E08000026,Coventry,E01009644,Coventry 017B,180000,180000,180000,192000,193500,196000,189250,188500,191500,192500
25566,E08000026,Coventry,E01009645,Coventry 014D,180000,180000,165000,165500,176000,187500,188725,190000,189975,190000
25567,E08000026,Coventry,E01009646,Coventry 022A,180000,187500,191000,184225,199000,195500,190000,216000,213000,218500
25568,E08000026,Coventry,E01009647,Coventry 017C,157000,158500,157500,162500,168500,157500,162500,170000,160500,170000
25569,E08000026,Coventry,E01009648,Coventry 017D,220000,220000,220000,215000,207000,206000,203000,201000,206750,208500
25570,E08000026,Coventry,E01009649,Coventry 026A,190000,209500,206150,206150,219000,218000,222000,219000,209000,202500
25571,E08000026,Coventry,E01009650,Coventry 020E,141000,139000,144000,139500,137475,141975,139950,155000,155000,153500
25572,E08000026,Coventry,E01009651,Coventry 031D,134950,:,:,110000,120000,139000,189500,:,:,:
25573,E08000026,Coventry,E01009652,Coventry 017E,200000,204950,210000,222500,217475,195000,210000,195000,210000,220000
25574,E08000026,Coventry,E01009653,Coventry 017F,180000,188750,187500,192500,196000,196000,214000,223000,214000,220000
25575,E08000026,Coventry,E01009654,Coventry 021B,151000,158000,160000,161250,166000,168000,170500,168500,174000,180000
25576,E08000026,Coventry,E01009655,Coventry 016A,153500,156000,157750,155700,139000,140500,137500,140000,142500,140000
25577,E08000026,Coventry,E01009656,Coventry 016B,118500,125000,130000,128000,131900,131900,131000,132000,130000,132500
25578,E08000026,Coventry,E01009657,Coventry 018B,154000,160000,158750,160000,167500,167000,167000,180000,185000,187000
25579,E08000026,Coventry,E01009658,Coventry 021C,138000,150000,147500,142500,150000,158000,160000,205000,205000,184000
25580,E08000026,Coventry,E01009659,Coventry 016C,112500,121000,123000,120500,119000,114500,105000,120000,123500,125750
25581,E08000026,Coventry,E01009660,Coventry 021D,133875,130000,127500,131000,130000,137500,141000,141000,145500,138000
25582,E08000026,Coventry,E01009661,Coventry 028D,134250,133000,132500,134750,142500,145000,145000,145000,147500,:
25583,E08000026,Coventry,E01009662,Coventry 016D,141000,137000,149000,153000,:,158750,157500,157500,145000,142500
25584,E08000026,Coventry,E01009663,Coventry 013B,158000,162000,170000,178000,169375,167375,158500,165375,166000,166000
25585,E08000026,Coventry,E01009664,Coventry 016E,145000,148500,147500,146000,144000,142000,143000,149997.5,150000,150000
25586,E08000026,Coventry,E01009665,Coventry 042A,509000,510000,510000,472500,472500,450000,410000,470000,422500,540000
25587,E08000026,Coventry,E01009666,Coventry 041A,245750,255000,263500,248000,260000,263500,267000,270000,276000,294000
25588,E08000026,Coventry,E01009667,Coventry 041B,275000,275000,288500,292000,317500,325000,307250,315000,315000,315000
25589,E08000026,Coventry,E01009668,Coventry 041C,236500,230050,231575,230150,247500,260500,250000,239000,232500,227500
25590,E08000026,Coventry,E01009669,Coventry 042B,260750,266100,264300,275500,280000,295000,300000,294000,295000,293000
25591,E08000026,Coventry,E01009670,Coventry 041D,242006,243000,247250,243756,242500,257000,245000,270000,270000,284500
25592,E08000026,Coventry,E01009671,Coventry 042C,621000,621000,635500,621000,650000,650000,650000,805000,790000,725000
25593,E08000026,Coventry,E01009672,Coventry 040E,356750,345000,345000,347500,365000,380000,380000,382500,372000,371375
25594,E08000026,Coventry,E01009674,Coventry 029A,152000,160500,165000,166000,165000,164250,159500,160250,167000,168000
25595,E08000026,Coventry,E01009676,Coventry 032A,162500,165000,165000,165000,167000,164500,170000,178500,176887.5,184250
25596,E08000026,Coventry,E01009679,Coventry 036C,238497.5,227500,211995,240000,264995,268995,259995,259995,207995,195000
25597,E08000026,Coventry,E01009681,Coventry 032B,170000,202000,195000,195000,188750,180000,188750,200000,205000,205000
25598,E08000026,Coventry,E01009682,Coventry 032C,181000,187500,181000,188250,191000,190000,197000,180000,175000,185000
25599,E08000026,Coventry,E01009683,Coventry 032D,152500,150100,155000,157000,160000,159950,159975,162250,164000,165000
25600,E08000026,Coventry,E01009684,Coventry 026B,151000,140000,132500,132500,130000,135000,145000,137500,145000,125000
25601,E08000026,Coventry,E01009685,Coventry 026C,170000,176000,181250,182500,187500,189000,193000,188750,176250,180000
25602,E08000026,Coventry,E01009686,Coventry 026D,184750,194000,195000,195000,215000,192000,180000,187500,191875,216500
25603,E08000026,Coventry,E01009687,Coventry 026E,177500,186000,183750,197500,206000,205000,202500,202500,200000,166000
25604,E08000026,Coventry,E01009688,Coventry 030A,157250,167000,175000,172800,162000,175000,175000,171250,172500,170000
25605,E08000026,Coventry,E01009689,Coventry 030B,175000,180750,195000,179950,176000,177475,174000,176500,171500,169950
25606,E08000026,Coventry,E01009690,Coventry 030C,172000,177000,196500,196500,182600,185000,185000,186500,191500,188750
25607,E08000026,Coventry,E01009691,Coventry 030D,155625,162500,166250,170000,175500,178000,177000,180000,178000,176500
25608,E08000026,Coventry,E01009692,Coventry 022B,197500,205000,200000,205000,208500,216000,209750,205750,220000,232000
25609,E08000026,Coventry,E01009693,Coventry 022C,157000,159000,161000,161000,162000,170000,178000,180000,183000,190000
25610,E08000026,Coventry,E01009694,Coventry 022D,196500,188000,186000,183000,188000,205000,208000,215000,220250,227750
25611,E08000026,Coventry,E01009695,Coventry 023A,202500,197000,205000,220904,215000,215000,192000,176000,195500,160000
25612,E08000026,Coventry,E01009696,Coventry 023B,230500,241000,220000,228980,189750,190000,228980,190000,250000,250000
25613,E08000026,Coventry,E01009697,Coventry 025A,221500,223000,227000,226000,227500,227000,227000,229500,227000,243750
25614,E08000026,Coventry,E01009698,Coventry 025B,213000,213000,230000,222000,229000,238675,248750,250625,252500,250000
25615,E08000026,Coventry,E01009699,Coventry 029B,193500,215000,220000,225000,220000,220000,215000,232500,243000,240000
25616,E08000026,Coventry,E01009700,Coventry 029C,128000,130000,125500,122500,103750,118750,121250,117500,122500,120000
25617,E08000026,Coventry,E01009701,Coventry 029D,137000,137000,137000,126000,205600,168000,240000,246500,237000,260250
25618,E08000026,Coventry,E01009702,Coventry 029E,113000,125500,143000,129000,145500,135000,132500,144000,152000,170000
25619,E08000026,Coventry,E01009703,Coventry 025C,186000,216000,225000,230000,229000,196475,192950,197725,231500,235000
