,Local authority code,Local authority name,LSOA code,LSOA name,Year ending Dec 2017,Year ending Mar 2018,Year ending Jun 2018,Year ending Sep 2018,Year ending Dec 2018,Year ending Mar 2019,Year ending Jun 2019,Year ending Sep 2019,Year ending Dec 2019,Year ending Mar 2020
25656,E08000027,Dudley,E01009726,Dudley 031C,160000,160000,160000,167250,169000,169950,171225,171225,180000,185500
25657,E08000027,Dudley,E01009727,Dudley 027C,177000,178500,181500,198725,190000,185000,188300,186600,189550,191000
25658,E08000027,Dudley,E01009728,Dudley 027D,187475,187475,195000,185000,177000,172980,185000,193000,193500,191750
25659,E08000027,Dudley,E01009729,Dudley 027E,183000,169950,152000,155500,148750,148500,161000,161000,165000,165500
25660,E08000027,Dudley,E01009730,Dudley 028D,203750,170000,161750,168975,175000,182000,235000,230000,177000,202500
25661,E08000027,Dudley,E01009731,Dudley 023A,159950,159950,174500,173500,174500,177000,165500,176000,176000,180000
25662,E08000027,Dudley,E01009732,Dudley 039A,165500,170250,165500,165500,170000,158500,168000,147250,140000,152250
25663,E08000027,Dudley,E01009733,Dudley 039B,134000,134000,127000,145000,140000,135000,:,166975,265000,257500
25664,E08000027,Dudley,E01009734,Dudley 034A,148750,144750,139250,146975,151950,152000,154500,148500,145000,146000
25665,E08000027,Dudley,E01009735,Dudley 034B,175000,172500,177000,178500,177000,172000,162000,168500,171000,188750
25666,E08000027,Dudley,E01009736,Dudley 034C,145000,150000,195000,199950,199950,195000,186000,190500,190000,172000
25667,E08000027,Dudley,E01009737,Dudley 034D,168000,164500,182450,179950,180000,182500,180000,182500,182500,186250
25668,E08000027,Dudley,E01009738,Dudley 034E,159750,170000,170000,182475,195500,198750,190000,181500,190000,191000
25669,E08000027,Dudley,E01009739,Dudley 039C,140000,130000,130000,144250,141000,146250,147500,147500,150000,150000
25670,E08000027,Dudley,E01009740,Dudley 023B,141750,135000,104875,106500,106000,112750,125000,150000,155500,164000
25671,E08000027,Dudley,E01009741,Dudley 022A,105000,103000,104000,105000,121500,125250,129950,130000,120000,120000
25672,E08000027,Dudley,E01009742,Dudley 023C,125000,126750,128500,133000,136000,129250,126000,132000,133000,145000
25673,E08000027,Dudley,E01009743,Dudley 023D,108000,108500,109000,117500,128000,125000,125000,127500,121500,130000
25674,E08000027,Dudley,E01009744,Dudley 022B,132500,139950,142000,143500,146500,145500,147000,146000,145000,165000
25675,E08000027,Dudley,E01009745,Dudley 023E,140000,143975,149950,150000,150000,137500,145500,155500,157000,170000
25676,E08000027,Dudley,E01009746,Dudley 022C,85000,88000,88000,89000,90000,90250,90500,91000,98950,98950
25677,E08000027,Dudley,E01009747,Dudley 022D,110000,114950,111000,110000,107500,102500,100000,102500,105000,105000
25678,E08000027,Dudley,E01009748,Dudley 013A,96750,98500,98500,98500,138500,145000,137000,150000,195000,195000
25679,E08000027,Dudley,E01009749,Dudley 016A,195000,195997.5,229724.5,228000,184000,182000,176500,181000,187000,195250
25680,E08000027,Dudley,E01009750,Dudley 016B,124950,122000,129225,139000,139000,140500,139500,130875,140000,148500
25681,E08000027,Dudley,E01009751,Dudley 017A,100000,95000,100000,121750,126500,125000,125000,134975,130000,144000
25682,E08000027,Dudley,E01009752,Dudley 017B,113000,113975,115250,:,127000,126000,127000,124000,125000,128950
25683,E08000027,Dudley,E01009753,Dudley 017C,103500,107500,112000,110000,122500,125000,125000,125000,119500,121250
25684,E08000027,Dudley,E01009754,Dudley 017D,125725,121225,124950,117500,121500,125250,121500,123500,125497.5,151000
25685,E08000027,Dudley,E01009756,Dudley 006B,100000,109000,110000,110000,122000,103000,103000,110000,107000,128000
25686,E08000027,Dudley,E01009757,Dudley 006C,189475,188950,189950,193950,169950,170000,164975,148750,146000,138000
25687,E08000027,Dudley,E01009758,Dudley 005A,135000,129500,125500,138000,135000,135000,135000,135000,142500,142500
25688,E08000027,Dudley,E01009759,Dudley 006D,143000,145400,140000,149000,146000,149000,152000,172000,156000,165000
25689,E08000027,Dudley,E01009760,Dudley 005B,127000,127250,127000,126250,135000,135000,140000,142500,146000,155500
25690,E08000027,Dudley,E01009762,Dudley 006F,90500,94000,102000,92950,93475,91475,90000,:,:,:
25691,E08000027,Dudley,E01009763,Dudley 001A,109167,108083.5,102000,113000,115000,118000,130000,135000,144975,145000
25692,E08000027,Dudley,E01009764,Dudley 001B,149500,149500,151000,156000,165000,158750,153000,147750,141250,148750
25693,E08000027,Dudley,E01009765,Dudley 004A,137500,128750,139000,145000,143225,140750,139000,130000,118500,118500
25694,E08000027,Dudley,E01009766,Dudley 004B,121000,125000,127000,139950,142500,140000,135000,130000,135000,138975
25695,E08000027,Dudley,E01009767,Dudley 001C,123500,126000,131000,135000,129950,129950,125000,130000,136000,138500
25696,E08000027,Dudley,E01009768,Dudley 004C,120000,140875,160000,156000,150000,144975,150000,155000,182500,180000
25697,E08000027,Dudley,E01009769,Dudley 001D,117500,127500,130500,155850,200000,148000,137500,135000,116750,116500
25698,E08000027,Dudley,E01009770,Dudley 001E,119000,137750,115000,115000,122500,124750,135000,131250,139500,148500
25699,E08000027,Dudley,E01009771,Dudley 004D,147000,140000,148000,172000,179950,175475,164000,165250,165000,170000
25700,E08000027,Dudley,E01009772,Dudley 005C,196000,196000,212025,205000,205000,178000,139000,156975,156000,159750
25701,E08000027,Dudley,E01009773,Dudley 002A,136475,136475,138000,149950,149975,143725,146475,138750,139250,143000
25702,E08000027,Dudley,E01009774,Dudley 005D,210000,156750,173000,156750,153000,153000,150000,144000,135000,157500
25703,E08000027,Dudley,E01009775,Dudley 004E,122250,122250,129000,130000,129000,135000,140000,144000,165000,147500
25704,E08000027,Dudley,E01009776,Dudley 004F,140000,147000,147500,147000,150000,150000,155250,178250,173975,165100
25705,E08000027,Dudley,E01009777,Dudley 002B,137000,135000,138500,140000,142500,150000,152500,160750,160000,161250
25706,E08000027,Dudley,E01009778,Dudley 002C,160000,160000,161250,167000,168750,177500,177500,185000,170250,170500
25707,E08000027,Dudley,E01009779,Dudley 008A,171000,165000,158000,160000,166250,167750,158725,134500,132500,135000
25708,E08000027,Dudley,E01009780,Dudley 009A,162500,182000,159000,177000,182000,177000,179000,175000,153000,153000
25709,E08000027,Dudley,E01009781,Dudley 007A,150975,167000,175000,182500,178500,149950,143000,149475,159000,182497.5
25710,E08000027,Dudley,E01009782,Dudley 008B,150000,141000,141000,142000,142000,140000,141000,140000,140000,141000
25711,E08000027,Dudley,E01009783,Dudley 008C,132000,129500,134750,129000,130000,133500,125000,138500,131000,135000
25712,E08000027,Dudley,E01009784,Dudley 009B,165000,160000,153000,147500,155300,165000,185000,187000,185000,178000
25713,E08000027,Dudley,E01009785,Dudley 008D,171750,193500,215500,211000,180250,180000,178000,178500,195000,197975
25714,E08000027,Dudley,E01009786,Dudley 007B,108750,125000,132000,128500,124975,124975,120500,124950,132475,132475
25715,E08000027,Dudley,E01009787,Dudley 009C,168000,209975,231500,229975,209975,198000,202000,244997.5,249995,235997.5
25716,E08000027,Dudley,E01009788,Dudley 005E,120000,120000,117000,120000,120000,121000,124750,129950,124975,115000
25717,E08000027,Dudley,E01009789,Dudley 007C,147500,143000,149750,165000,138725,139950,139950,140725,154000,158000
25718,E08000027,Dudley,E01009790,Dudley 007D,120000,120000,107000,120000,124975,130000,139750,134950,135000,137500
25719,E08000027,Dudley,E01009791,Dudley 026A,141450,170000,170000,172500,175000,175000,205000,217500,215000,230000
25720,E08000027,Dudley,E01009792,Dudley 026B,127500,130000,141500,145000,146000,145000,146750,150000,155000,155000
25721,E08000027,Dudley,E01009793,Dudley 030A,191000,195000,204375,215000,225000,222500,215000,210000,203000,196000
25722,E08000027,Dudley,E01009794,Dudley 030B,192500,195000,196475,197000,200000,210000,201950,213000,218500,223725
25723,E08000027,Dudley,E01009795,Dudley 026C,124000,123000,123000,132000,120000,120000,115000,124500,145000,147000
25724,E08000027,Dudley,E01009796,Dudley 026D,150000,140725,140725,147250,151500,155000,155000,164780,173750,187000
25725,E08000027,Dudley,E01009797,Dudley 030C,195000,192000,192000,189950,182000,175000,170000,187500,171000,171000
25726,E08000027,Dudley,E01009798,Dudley 026E,157000,163500,175000,180000,195000,175000,189997.5,249995,254453.5,254706
25727,E08000027,Dudley,E01009799,Dudley 039D,184500,165000,142500,131500,119950,106500,95500,155000,192000,192000
25728,E08000027,Dudley,E01009800,Dudley 036A,225000,240800,240800,265800,266500,254000,275000,295000,306000,300500
25729,E08000027,Dudley,E01009801,Dudley 030D,232500,250000,253000,260000,267500,265000,262500,266250,259500,250000
25730,E08000027,Dudley,E01009802,Dudley 036B,212500,214500,249000,260000,257000,232000,232000,259250,258500,267000
25731,E08000027,Dudley,E01009803,Dudley 036C,325000,342500,349250,304500,317000,321975,321975,332500,343750,362500
25732,E08000027,Dudley,E01009804,Dudley 036D,285000,285000,285000,271750,276500,237500,293000,335000,318500,329500
25733,E08000027,Dudley,E01009805,Dudley 039E,185750,196000,190000,190000,189000,199000,215500,225000,232500,217000
25734,E08000027,Dudley,E01009806,Dudley 039F,139000,131475,165000,167000,167000,167000,165750,160000,155000,160000
25735,E08000027,Dudley,E01009807,Dudley 043A,217500,222500,223750,225000,235250,242500,245000,245000,245000,245000
25736,E08000027,Dudley,E01009808,Dudley 043B,225000,215000,229975,242475,260000,252475,252475,279500,255000,272000
25737,E08000027,Dudley,E01009809,Dudley 033A,133250,137500,144750,146000,149500,162500,152000,152000,156500,151500
25738,E08000027,Dudley,E01009810,Dudley 043C,194000,198950,202000,194475,203250,200000,193750,193750,186000,202500
25739,E08000027,Dudley,E01009811,Dudley 043D,217000,232000,232000,232000,232000,230000,230000,227500,230000,227000
25740,E08000027,Dudley,E01009812,Dudley 043E,258250,262000,285000,281625,315000,276625,275000,275000,275000,275000
25741,E08000027,Dudley,E01009813,Dudley 033B,130000,130000,135000,132750,135750,140000,140000,147000,147500,152000
25742,E08000027,Dudley,E01009814,Dudley 014A,192500,190000,195000,219950,219950,235975,228500,236000,245000,220000
25743,E08000027,Dudley,E01009815,Dudley 014B,241000,248950,250000,301250,298500,319250,346500,289950,311500,283000
25744,E08000027,Dudley,E01009816,Dudley 012A,187500,183475,185000,194475,199975,204000,213500,221000,225000,223950
25745,E08000027,Dudley,E01009817,Dudley 012B,216000,249950,244975,244975,237000,232475,229500,227000,225000,237500
25746,E08000027,Dudley,E01009818,Dudley 014C,157500,220000,185000,177500,175000,180000,197500,190000,207500,197500
25747,E08000027,Dudley,E01009819,Dudley 012C,180000,187500,183250,193000,178250,186250,182475,186000,248000,226500
25748,E08000027,Dudley,E01009820,Dudley 012D,166750,155500,159975,166950,180500,189000,181000,185000,167500,167500
25749,E08000027,Dudley,E01009821,Dudley 014D,220000,194500,190000,189000,185500,208000,206500,215000,215000,213500
25750,E08000027,Dudley,E01009822,Dudley 014E,235500,243000,243000,235500,225000,242500,220000,225000,222500,215000
25751,E08000027,Dudley,E01009823,Dudley 016C,172475,180500,207000,194225,198500,191975,185000,192000,195000,195000
25752,E08000027,Dudley,E01009824,Dudley 016D,80250,78000,73500,146500,150000,151000,151500,155000,153000,151000
25753,E08000027,Dudley,E01009825,Dudley 019A,185000,167000,155000,154000,147500,141000,155000,174250,183000,186500
25754,E08000027,Dudley,E01009826,Dudley 019B,250000,250000,247500,242500,223000,230000,239975,250475,239975,225000
25755,E08000027,Dudley,E01009827,Dudley 019C,249950,280000,280000,290000,240000,242500,235000,235000,232500,235000
25756,E08000027,Dudley,E01009828,Dudley 019D,166000,165500,165500,181475,165000,165000,186000,170000,186000,188500
25757,E08000027,Dudley,E01009829,Dudley 019E,216225,199950,245000,247475,255000,265000,279450,279450,277225,270000
25758,E08000027,Dudley,E01009830,Dudley 019F,215000,215000,203000,202000,204000,214950,229000,236500,232000,223000
25759,E08000027,Dudley,E01009831,Dudley 037A,135000,140000,135000,135000,135000,138250,150000,150000,150000,153000
25760,E08000027,Dudley,E01009832,Dudley 042A,129475,129950,124750,135000,145500,143750,147750,145000,145000,145000
25761,E08000027,Dudley,E01009833,Dudley 032A,96000,96000,96000,104000,104000,110000,102500,98000,111500,117500
25762,E08000027,Dudley,E01009834,Dudley 031D,142500,138000,139500,146250,147000,149000,147500,140000,151500,150000
25763,E08000027,Dudley,E01009835,Dudley 032B,150000,155000,166000,169250,165000,163500,145000,140000,145000,145000
25764,E08000027,Dudley,E01009836,Dudley 037B,82500,86000,82500,90000,102000,103000,112000,82500,84500,89000
25765,E08000027,Dudley,E01009837,Dudley 037C,101750,104500,120250,120250,120250,126000,135000,135000,138000,138000
25766,E08000027,Dudley,E01009838,Dudley 037D,130000,139000,139000,140000,147750,140000,152750,158000,158000,156500
25767,E08000027,Dudley,E01009839,Dudley 013B,116250,117000,117000,130000,150950,153475,163000,148975,135000,135000
25768,E08000027,Dudley,E01009840,Dudley 018A,98000,100000,98000,100000,100000,100000,101000,107500,110000,112500
25769,E08000027,Dudley,E01009841,Dudley 017E,134500,125250,119950,117975,107475,114950,125000,122500,122500,125000
25770,E08000027,Dudley,E01009842,Dudley 018B,90000,94000,96000,90000,96000,97500,102000,105000,111475,111475
25771,E08000027,Dudley,E01009843,Dudley 018C,126000,124900,125000,127500,157000,151000,129995,131000,131000,131000
25772,E08000027,Dudley,E01009844,Dudley 011A,93500,100000,100000,100000,102500,91000,93500,106650,95000,125000
25773,E08000027,Dudley,E01009845,Dudley 041A,359000,350000,360000,400000,398000,398000,415000,438750,455000,455000
25774,E08000027,Dudley,E01009846,Dudley 041B,205000,207000,238500,352150,355050,317525,310000,330000,284975,260000
25775,E08000027,Dudley,E01009847,Dudley 038A,234950,234975,235000,215000,215000,210000,197500,217500,200000,202500
25776,E08000027,Dudley,E01009848,Dudley 038B,217750,217750,217500,198500,188000,192500,218000,218000,225000,230000
25777,E08000027,Dudley,E01009849,Dudley 038C,175000,181500,179950,184000,193000,198000,225000,205500,189750,187500
25778,E08000027,Dudley,E01009850,Dudley 041C,231000,222500,234000,297500,268500,310000,312500,297450,289500,285000
25779,E08000027,Dudley,E01009851,Dudley 038D,255000,292000,284750,295000,284750,295000,312500,329000,330000,330500
25780,E08000027,Dudley,E01009852,Dudley 041D,362500,341600,360000,340500,305000,315000,325000,341250,385000,372500
25781,E08000027,Dudley,E01009853,Dudley 042B,246950,251500,270000,250000,253500,258475,270000,275000,279000,295000
25782,E08000027,Dudley,E01009854,Dudley 040A,291200,273000,291200,310575,329950,285000,285500,273000,310500,325000
25783,E08000027,Dudley,E01009855,Dudley 042C,402500,365000,440000,482000,482000,485000,485000,475000,475000,469510
25784,E08000027,Dudley,E01009856,Dudley 035A,172000,167475,177750,181000,185000,185000,181000,196225,205000,217700
25785,E08000027,Dudley,E01009857,Dudley 040B,140000,147500,149250,143500,155000,157000,157000,163500,166500,165000
25786,E08000027,Dudley,E01009858,Dudley 040C,193000,191000,195250,188750,163500,162250,153500,182500,177500,175000
25787,E08000027,Dudley,E01009859,Dudley 040D,277500,280000,290000,280000,280000,252500,270000,285000,292500,292750
25788,E08000027,Dudley,E01009860,Dudley 042D,207500,204000,240500,295000,268000,295000,286250,286250,275000,275000
25789,E08000027,Dudley,E01009861,Dudley 033C,158125,153000,145975,145000,137500,145000,150000,158500,155000,155000
25790,E08000027,Dudley,E01009862,Dudley 033D,153375,154500,145500,146000,162250,163750,176950,173000,180000,180000
25791,E08000027,Dudley,E01009863,Dudley 033E,151250,138950,132000,120125,150000,150000,155000,162000,160000,152250
25792,E08000027,Dudley,E01009864,Dudley 025A,128750,122000,123500,130000,155000,161000,150000,150000,140000,139975
25793,E08000027,Dudley,E01009865,Dudley 025B,136475,141950,150000,150000,126907.5,125657.5,120000,120000,117000,117000
25794,E08000027,Dudley,E01009866,Dudley 025C,136500,133975,137500,161500,160500,170000,169950,165000,155000,144000
25795,E08000027,Dudley,E01009867,Dudley 025D,148000,150000,152475,152475,164950,164950,158000,155975,157000,157000
25796,E08000027,Dudley,E01009868,Dudley 033F,123000,121000,129500,136000,140000,142500,137500,141000,141500,141000
25797,E08000027,Dudley,E01009869,Dudley 032C,145000,149000,144500,149950,147500,152500,147000,153475,159950,150000
25798,E08000027,Dudley,E01009870,Dudley 032D,149750,155000,150000,139995,154250,154250,175250,175250,157500,180000
25799,E08000027,Dudley,E01009871,Dudley 018D,122425,117750,125000,124000,116500,124500,120000,120000,122000,114000
25800,E08000027,Dudley,E01009872,Dudley 020A,111000,111000,116000,117000,122500,118000,125000,122500,120000,139500
25801,E08000027,Dudley,E01009873,Dudley 020B,128250,126225,143725,157475,150000,132475,130000,130000,129000,130000
25802,E08000027,Dudley,E01009874,Dudley 020C,137000,138500,138500,145000,135500,135250,135000,135500,135000,135000
25803,E08000027,Dudley,E01009875,Dudley 018E,116000,105000,115000,123000,123000,131000,120000,120000,123000,142250
25804,E08000027,Dudley,E01009876,Dudley 020D,125500,118500,130000,132500,132150,130875,129950,139650,150000,148750
25805,E08000027,Dudley,E01009877,Dudley 020E,110000,116500,110000,118000,120000,120000,139000,139000,149750,149750
25806,E08000027,Dudley,E01009878,Dudley 025E,170000,174950,184950,184950,188000,195000,196500,195000,170000,166750
25807,E08000027,Dudley,E01009879,Dudley 011B,142975,136000,170500,150000,145000,135500,126000,122000,136500,154500
25808,E08000027,Dudley,E01009880,Dudley 009D,178000,187500,198500,178000,182600,157000,164750,193500,182000,165000
25809,E08000027,Dudley,E01009881,Dudley 011C,92000,100000,98000,101750,143000,105000,108000,99500,96500,95000
25810,E08000027,Dudley,E01009882,Dudley 009E,145000,145000,142000,138500,135500,135500,140000,137500,147500,140750
25811,E08000027,Dudley,E01009883,Dudley 013C,123750,131975,134500,139250,149995,162995,165000,170000,186000,174000
25812,E08000027,Dudley,E01009884,Dudley 013D,135000,129950,130000,130000,135000,140000,135000,130000,140000,145000
25813,E08000027,Dudley,E01009885,Dudley 011D,125000,127500,135000,120000,139000,145000,145000,145000,140000,143750
25814,E08000027,Dudley,E01009886,Dudley 013E,119500,123500,123500,145000,143500,127250,144250,154475,154950,154000
25815,E08000027,Dudley,E01009887,Dudley 015A,142000,135500,131000,128125,126000,129600,153475,156950,160975,153475
25816,E08000027,Dudley,E01009888,Dudley 015B,126000,127000,152875,140750,182000,182000,145000,145000,145000,145000
25817,E08000027,Dudley,E01009889,Dudley 015C,97500,97500,97500,96807,89973,96807,96807,99000,104996,120000
25818,E08000027,Dudley,E01009890,Dudley 015D,118000,116500,116500,105000,109000,110000,120000,126250,131000,123250
25819,E08000027,Dudley,E01009891,Dudley 010A,148500,118000,118000,117500,117750,120000,120750,127000,160500,160500
25820,E08000027,Dudley,E01009892,Dudley 010B,108000,114500,111000,111000,:,97500,109000,117000,117000,117000
25821,E08000027,Dudley,E01009893,Dudley 010C,88500,88500,86250,90000,90000,103000,113000,135000,135000,135000
25822,E08000027,Dudley,E01009894,Dudley 010D,120500,116500,115000,119000,123500,144000,144950,145000,124750,138000
25823,E08000027,Dudley,E01009895,Dudley 002D,160000,197500,170000,145000,145250,178000,184000,196975,273562.5,342000
25824,E08000027,Dudley,E01009896,Dudley 003A,196500,183000,183000,213500,197500,216000,216000,210000,221000,215500
25825,E08000027,Dudley,E01009897,Dudley 003B,195000,195000,203500,213000,237000,240000,249000,240000,225000,221000
25826,E08000027,Dudley,E01009898,Dudley 003C,153500,166125,188776.5,222500,245000,243500,247500,293750,265000,215747.5
25827,E08000027,Dudley,E01009899,Dudley 008E,202500,202750,203000,199750,202500,205000,208000,200000,210000,210000
25828,E08000027,Dudley,E01009900,Dudley 008F,180000,195000,195000,205000,205000,205000,205000,202725,223000,223000
25829,E08000027,Dudley,E01009901,Dudley 003D,225000,215000,215000,200000,195000,195000,185000,185000,190000,195000
25830,E08000027,Dudley,E01009902,Dudley 003E,188500,185000,185000,194250,194250,259950,240000,239000,230000,217500
25831,E08000027,Dudley,E01009903,Dudley 029A,241000,239740,241000,242000,274000,274000,251000,257000,248000,241000
25832,E08000027,Dudley,E01009904,Dudley 029B,226047.5,232500,195000,188500,195000,195000,214975,223500,222000,210000
25833,E08000027,Dudley,E01009905,Dudley 035B,197950,220000,220000,226500,235000,225750,245000,225750,173750,182500
25834,E08000027,Dudley,E01009906,Dudley 035C,130000,130000,136000,148600,142500,146000,152000,168000,180000,175000
25835,E08000027,Dudley,E01009907,Dudley 035D,225000,259000,203250,165000,166500,170000,195000,200000,200000,195000
25836,E08000027,Dudley,E01009908,Dudley 035E,222500,226500,234000,250000,255000,270000,200000,270000,260500,244000
25837,E08000027,Dudley,E01009909,Dudley 029C,212497.5,212995,216000,217500,215000,215000,182500,186250,188000,217500
25838,E08000027,Dudley,E01009910,Dudley 029D,145000,162500,162600,170000,175000,160200,152750,153500,155250,170000
25839,E08000027,Dudley,E01009911,Dudley 021A,172500,172500,165000,160750,159000,160000,161225,174500,185500,180000
25840,E08000027,Dudley,E01009912,Dudley 021B,190250,195750,189950,190000,194250,194250,191000,197500,193000,183000
25841,E08000027,Dudley,E01009913,Dudley 021C,145000,139500,141000,162500,157500,162500,162500,162500,179950,175000
25842,E08000027,Dudley,E01009914,Dudley 021D,187500,185000,190000,190000,195000,195000,206600,206600,224500,239000
25843,E08000027,Dudley,E01009915,Dudley 021E,138500,138500,145000,155855,169975,170000,173000,172000,168000,170750
25844,E08000027,Dudley,E01009916,Dudley 021F,166225,172000,164950,164475,163500,163000,163000,165500,169950,176500
25845,E08000027,Dudley,E01009917,Dudley 024A,166375,165000,174000,174000,176500,181000,180475,185000,185000,185000
25846,E08000027,Dudley,E01009918,Dudley 024B,140000,140000,140000,142950,130000,143975,146000,152250,160750,161750
25847,E08000027,Dudley,E01009919,Dudley 024C,178000,180000,175000,175000,172500,172500,170000,185000,185000,186250
25848,E08000027,Dudley,E01009920,Dudley 024D,163975,166500,168000,173500,173500,175000,185250,183000,183000,185500
25849,E08000027,Dudley,E01033187,Dudley 006G,117000,115000,116000,120000,120000,120000,125000,128500,137000,136500
25850,E08000028,Sandwell,E01009921,Sandwell 034A,128000,129300,132125,132975,135000,141750,142000,142500,149950,149950
25851,E08000028,Sandwell,E01009922,Sandwell 034B,151000,153000,157000,149000,144500,149500,180000,180000,184950,184950
25852,E08000028,Sandwell,E01009923,Sandwell 036A,163500,163500,158750,156250,172000,172500,175000,192500,175000,174975
25853,E08000028,Sandwell,E01009924,Sandwell 034C,189500,188750,186875,212500,210000,214950,217500,217450,220000,225750
25854,E08000028,Sandwell,E01009925,Sandwell 034D,218500,222750,237000,280000,267750,260500,253000,252750,249500,258000
25855,E08000028,Sandwell,E01009926,Sandwell 034E,171000,175000,187500,193500,193000,190000,186000,173250,176000,165000
25856,E08000028,Sandwell,E01009927,Sandwell 034F,158250,155000,168000,158475,169000,172000,190250,196385,185000,195000
25857,E08000028,Sandwell,E01009928,Sandwell 034G,135000,136250,137750,140000,146000,147500,145250,145000,145000,140000
25858,E08000028,Sandwell,E01009929,Sandwell 033A,120000,115000,137500,137500,133750,130000,129500,135000,147000,147000
25859,E08000028,Sandwell,E01009930,Sandwell 033B,118475,117000,118500,117000,120000,120000,127000,132000,128750,134250
25860,E08000028,Sandwell,E01009931,Sandwell 033C,157995,157995,162000,170000,170000,158975,164000,151500,155000,159500
25861,E08000028,Sandwell,E01009932,Sandwell 033D,107500,122000,125000,120000,122000,121000,121000,121000,120000,118000
25862,E08000028,Sandwell,E01009933,Sandwell 035A,115000,115000,115000,123500,145000,147500,154750,154750,156250,156250
25863,E08000028,Sandwell,E01009934,Sandwell 027A,130000,130000,139000,138000,140000,140000,141250,143750,142500,145000
25864,E08000028,Sandwell,E01009935,Sandwell 027B,221245,236995,254995,259995,236995,236995,236995,234995,190000,182500
25865,E08000028,Sandwell,E01009936,Sandwell 027C,145000,160000,161000,162000,162000,175000,168500,178000,177000,171000
25866,E08000028,Sandwell,E01009937,Sandwell 032A,125500,130500,134000,137000,149000,150000,143000,151000,148875,146000
25867,E08000028,Sandwell,E01009938,Sandwell 031A,138975,139950,140000,152000,152500,157000,161000,161250,163000,160000
25868,E08000028,Sandwell,E01009939,Sandwell 032B,167500,180000,182250,175000,173000,172500,169500,165000,160000,162500
25869,E08000028,Sandwell,E01009940,Sandwell 032C,138500,133750,129750,133500,131000,155000,161000,161000,171000,145000
25870,E08000028,Sandwell,E01009941,Sandwell 032D,152500,150000,145000,148750,151250,151250,162500,159950,159950,170000
25871,E08000028,Sandwell,E01009942,Sandwell 032E,142000,145500,152500,160000,153500,146750,139000,155000,156000,156000
25872,E08000028,Sandwell,E01009943,Sandwell 031B,145000,140000,140000,142500,158500,173000,173000,173000,:,:
25873,E08000028,Sandwell,E01009944,Sandwell 031C,133000,151000,155000,157500,155000,155000,155750,156500,156500,174000
25874,E08000028,Sandwell,E01009946,Sandwell 039A,164500,164000,173000,171500,159000,158000,149500,180000,185000,185000
25875,E08000028,Sandwell,E01009947,Sandwell 017A,163000,177000,180000,181000,180500,165000,168000,150000,173500,177500
25876,E08000028,Sandwell,E01009948,Sandwell 039B,149750,155000,159000,160000,163100,163200,163600,170000,170000,178000
25877,E08000028,Sandwell,E01009949,Sandwell 039C,286000,270000,285000,275000,240000,272500,275000,280000,303000,300000
25878,E08000028,Sandwell,E01009950,Sandwell 039D,225500,200000,203500,173000,198500,245500,237750,190000,153000,175000
25879,E08000028,Sandwell,E01009951,Sandwell 039E,83225,91975,50000,55000,48000,48000,48000,48000,68500,51000
25880,E08000028,Sandwell,E01009952,Sandwell 035B,124500,124500,125000,122000,130750,110000,126000,106000,103000,126500
25881,E08000028,Sandwell,E01009953,Sandwell 038A,131750,128250,128500,129950,129950,144000,154475,151000,142000,142000
25882,E08000028,Sandwell,E01009954,Sandwell 038B,136500,151500,160000,148000,144000,136000,138500,140500,152500,150000
25883,E08000028,Sandwell,E01009955,Sandwell 035C,96000,95000,100700,102500,125000,112500,133000,125000,120000,135000
25884,E08000028,Sandwell,E01009956,Sandwell 035D,136250,140750,144000,135000,130000,130000,135000,137500,141500,143000
25885,E08000028,Sandwell,E01009957,Sandwell 038C,107000,107500,112000,115000,120000,120000,120000,120000,120000,122500
25886,E08000028,Sandwell,E01009958,Sandwell 038D,228600,228600,241000,256000,241000,237500,232500,232500,261005,270000
25887,E08000028,Sandwell,E01009959,Sandwell 035E,180000,185000,185000,197500,209975,205475,210000,213000,200000,205000
25888,E08000028,Sandwell,E01009960,Sandwell 003A,118250,111000,113000,132975,133500,135000,136500,130000,133500,138250
25889,E08000028,Sandwell,E01009961,Sandwell 003B,129975,129975,138000,138000,137000,139975,150000,158000,157000,158000
25890,E08000028,Sandwell,E01009962,Sandwell 004A,101250,109500,112000,129950,125000,127500,122500,125000,123000,121000
25891,E08000028,Sandwell,E01009963,Sandwell 004B,115000,115000,105000,108500,114250,115000,122500,128000,105000,105000
25892,E08000028,Sandwell,E01009964,Sandwell 004C,116000,:,:,:,:,:,:,:,160000,160000
25893,E08000028,Sandwell,E01009965,Sandwell 004D,116500,116500,:,:,:,:,:,123000,125000,127000
25894,E08000028,Sandwell,E01009966,Sandwell 003C,142500,120000,142500,171875,170000,171875,170000,160750,133500,145750
25895,E08000028,Sandwell,E01009967,Sandwell 003D,125500,131000,135000,125000,132500,127500,134250,135000,135500,162500
25896,E08000028,Sandwell,E01009968,Sandwell 006A,175000,222500,223750,202750,245000,211500,126500,124000,121250,122500
25897,E08000028,Sandwell,E01009969,Sandwell 002A,127250,127250,119000,130000,123000,128000,134000,144500,138000,138000
25898,E08000028,Sandwell,E01009970,Sandwell 002B,138500,137000,135000,131000,137000,138000,151000,150500,155000,175000
25899,E08000028,Sandwell,E01009971,Sandwell 002C,122500,130000,125000,140000,147500,147500,145000,144000,151000,145000
25900,E08000028,Sandwell,E01009972,Sandwell 006B,198750,198750,198750,200000,215000,230000,229000,225000,223000,235000
